,latitude,longitude,diameter_mm,length_cm_drilled,length_cm_concrete,date
500,-20.73055,-46.57263,400,808,864,2021-12-01
501,-20.73055,-46.5726,400,824,896,2021-12-01
502,-20.73055,-46.5727,400,816,864,2021-12-01
503,-20.73055,-46.57263,400,808,872,2021-12-01
504,-20.73056,-46.57275,400,808,848,2021-11-30
505,-20.73056,-46.57278,400,808,792,2021-12-01
506,-20.73056,-46.57272,400,808,872,2021-12-01
507,-20.73056,-46.57272,400,816,792,2021-12-01
508,-20.73056,-48.91298,250,840,872,2018-02-27
509,-20.73057,-46.57271,400,808,848,2021-11-30
510,-20.73057,-46.5727,400,808,904,2021-12-01
511,-20.73057,-48.91297,250,816,848,2018-02-27
512,-20.73057,-48.91303,250,808,824,2018-02-26
513,-20.73058,-46.57264,400,816,760,2021-12-02
514,-20.73058,-46.57267,400,816,888,2021-12-01
515,-20.73058,-46.57264,400,824,872,2021-12-01
516,-20.73058,-48.91304,250,808,864,2018-02-26
517,-20.7306,-46.57267,400,536,632,2021-11-30
518,-20.7306,-46.57273,400,816,816,2021-11-30
519,-20.7306,-46.57271,400,808,808,2021-12-02
520,-20.7306,-46.57268,400,808,784,2021-12-02
521,-20.7306,-46.57263,400,816,872,2021-12-01
522,-20.7306,-46.57265,400,808,832,2021-12-01
523,-20.7306,-46.57272,400,808,856,2021-12-01
524,-20.7306,-48.91298,250,816,856,2018-02-27
525,-20.7306,-48.91303,250,816,848,2018-02-27
526,-20.7306,-48.91295,300,552,512,2018-02-26
527,-20.7306,-48.91294,250,840,880,2018-02-26
528,-20.7306,-48.91306,250,856,896,2018-02-26
529,-20.7306,-48.913,250,840,880,2018-02-26
530,-20.73061,-46.57259,400,816,832,2021-11-30
531,-20.73061,-46.57269,400,816,816,2021-12-02
532,-20.73061,-46.5727,400,832,760,2021-12-01
533,-20.73061,-46.57269,400,816,872,2021-12-01
534,-20.73061,-46.57259,400,808,856,2021-12-01
535,-20.73061,-48.91294,250,824,848,2018-02-27
536,-20.73061,-48.91307,250,816,864,2018-02-26
537,-20.73061,-48.91297,250,824,864,2018-02-26
538,-20.73061,-48.91309,250,824,672,2018-02-26
539,-20.73061,-48.91304,250,864,872,2018-02-26
540,-20.73062,-46.57256,400,832,848,2021-11-30
541,-20.73062,-46.57259,400,816,824,2021-11-30
542,-20.73062,-46.57261,400,832,816,2021-11-30
543,-20.73062,-46.5726,400,816,856,2021-12-01
544,-20.73062,-46.57269,400,808,840,2021-12-01
545,-20.73062,-48.913,250,864,880,2018-02-26
546,-20.73062,-48.91304,250,816,848,2018-02-26
547,-20.73063,-46.5727,400,784,832,2021-12-02
548,-20.73063,-46.5727,400,808,896,2021-12-01
549,-20.73063,-48.91295,250,840,872,2018-02-27
550,-20.73063,-48.91304,250,904,944,2018-02-27
551,-20.73063,-48.91301,250,856,896,2018-02-26
552,-20.73063,-48.91305,250,856,904,2018-02-26
553,-20.73064,-46.57263,400,752,800,2021-12-01
554,-20.73064,-46.57263,400,816,816,2021-12-01
555,-20.73064,-46.5727,400,808,848,2021-12-01
556,-20.73064,-48.91303,250,808,864,2018-02-26
557,-20.73065,-46.57275,400,816,832,2021-11-30
558,-20.73065,-46.57268,400,816,824,2021-12-01
559,-20.73065,-48.91291,250,816,840,2018-02-27
560,-20.73065,-48.91307,250,808,856,2018-02-26
561,-20.73065,-48.91312,250,824,840,2018-02-26
562,-20.73066,-46.57273,400,808,736,2021-11-30
563,-20.73066,-46.57274,400,816,864,2021-12-01
564,-20.73066,-46.57263,400,792,728,2021-12-01
565,-20.73066,-46.57271,400,816,840,2021-12-01
566,-20.73066,-48.91289,250,816,824,2018-02-27
567,-20.73067,-48.91291,250,808,864,2018-02-27
568,-20.73067,-48.91289,250,808,808,2018-02-27
569,-20.73067,-48.91291,250,816,856,2018-02-27
570,-20.73067,-48.91303,250,808,856,2018-02-26
571,-20.73068,-46.57263,400,704,688,2021-11-30
572,-20.73068,-48.91296,250,832,840,2018-02-27
573,-20.73069,-46.57275,400,816,824,2021-11-30
574,-20.73069,-46.57269,400,808,872,2021-12-01
575,-20.73069,-48.91297,250,816,848,2018-02-27
576,-20.73069,-48.9129,250,824,872,2018-02-27
577,-20.73069,-48.91295,250,832,880,2018-02-26
578,-20.73069,-48.91305,250,840,888,2018-02-26
579,-20.73069,-48.91304,250,872,912,2018-02-26
580,-20.73069,-48.91298,250,832,872,2018-02-26
581,-20.73069,-48.91295,250,848,896,2018-02-26
582,-20.7307,-48.91294,250,816,840,2018-02-27
583,-20.7307,-48.913,250,808,816,2018-02-27
584,-20.7307,-48.91304,250,816,856,2018-02-27
585,-20.7307,-48.91305,250,808,824,2018-02-26
586,-20.7307,-48.91299,250,840,872,2018-02-26
587,-20.73071,-46.57269,400,808,784,2021-11-30
588,-20.73071,-46.57265,400,824,744,2021-11-30
589,-20.73071,-48.913,250,808,784,2018-02-26
590,-20.73071,-48.91305,250,856,888,2018-02-26
591,-20.73071,-48.91299,250,832,848,2018-02-26
592,-20.73071,-48.91302,250,808,816,2018-02-26
593,-20.73072,-46.57266,400,792,800,2021-12-01
594,-20.73072,-48.91301,250,776,800,2018-02-26
595,-20.73073,-46.57269,400,808,792,2021-11-30
596,-20.73075,-48.91289,250,824,824,2018-02-27
597,-20.73076,-48.91285,250,824,848,2018-02-27
598,-20.73076,-48.91303,250,816,856,2018-02-26
599,-20.73077,-48.91285,250,808,824,2018-02-27
600,-20.73077,-48.91294,250,808,848,2018-02-27
601,-20.73077,-48.91288,250,824,824,2018-02-27
602,-20.73078,-48.91286,250,808,856,2018-02-27
603,-20.73079,-48.91291,250,808,816,2018-02-27
604,-20.73079,-48.91292,250,816,784,2018-02-27
605,-20.73079,-48.91291,250,808,832,2018-02-27
606,-20.73079,-48.91293,250,816,832,2018-02-27
607,-20.73079,-48.91289,250,848,712,2018-02-27
608,-20.73079,-48.91293,250,808,840,2018-02-27
609,-20.73079,-48.91301,250,816,824,2018-02-26
610,-20.7308,-48.91284,250,808,848,2018-02-27
611,-20.7308,-48.91281,250,816,832,2018-02-27
612,-20.7308,-48.91311,250,832,888,2018-02-27
613,-20.7308,-48.91291,250,808,840,2018-02-27
614,-20.73081,-48.91294,250,824,760,2018-02-27
615,-20.73081,-48.913,250,808,832,2018-02-27
616,-20.73082,-48.91297,250,816,848,2018-02-27
617,-20.73082,-48.91296,250,808,848,2018-02-27
618,-20.73082,-48.91295,250,824,848,2018-02-27
619,-20.73082,-48.91291,250,808,792,2018-02-26
620,-20.73082,-48.9129,250,808,752,2018-02-26
621,-20.73082,-48.91296,250,808,840,2018-02-26
622,-20.73083,-48.91294,250,808,824,2018-02-27
623,-20.73083,-48.91298,250,808,824,2018-02-27
624,-20.73083,-48.91292,250,816,736,2018-02-27
625,-20.73083,-48.91292,250,816,696,2018-02-27
626,-20.73083,-48.91295,250,808,832,2018-02-27
627,-20.73083,-48.9129,250,816,608,2018-02-26
628,-20.73084,-48.91298,250,816,856,2018-02-27
629,-20.73084,-48.91296,250,824,848,2018-02-26
630,-20.73085,-48.913,250,816,832,2018-02-26
631,-20.73086,-48.91293,250,816,872,2018-02-27
632,-20.73086,-48.91292,250,816,728,2018-02-27
633,-20.73088,-48.91303,250,808,728,2018-02-26
634,-20.7309,-48.91292,250,824,864,2018-02-27
635,-20.73152,-46.57299,250,608,640,2021-11-29
636,-20.73154,-46.57301,250,608,648,2021-11-29
637,-20.73156,-46.57292,250,608,720,2021-11-29
638,-20.73156,-46.57294,250,608,648,2021-11-29
639,-20.73157,-46.57301,250,616,680,2021-11-29
640,-20.73157,-46.57294,250,608,672,2021-11-29
641,-20.73158,-46.57299,250,608,672,2021-11-29
642,-20.73158,-46.57278,250,608,640,2021-11-29
643,-20.73159,-46.57286,250,608,632,2021-11-29
644,-20.73159,-46.57274,250,696,720,2021-11-29
645,-20.73159,-46.57294,250,608,696,2021-11-29
646,-20.73159,-46.57269,250,608,672,2021-11-29
647,-20.73159,-46.57279,250,616,784,2021-11-29
648,-20.7316,-46.57281,250,608,656,2021-11-29
649,-20.7316,-46.57288,250,608,640,2021-11-29
650,-20.73161,-46.57303,250,624,656,2021-11-29
651,-20.73161,-46.57282,250,608,656,2021-11-29
652,-20.73162,-46.57262,250,608,672,2021-11-29
653,-20.73162,-46.573,250,608,672,2021-11-29
654,-20.73162,-46.57271,250,648,680,2021-11-29
655,-20.73162,-46.57278,250,616,656,2021-11-29
656,-20.73162,-46.57301,250,624,680,2021-11-29
657,-20.73163,-46.57289,250,616,680,2021-11-29
658,-20.73163,-46.57286,250,616,608,2021-11-29
659,-20.73164,-46.57276,250,608,608,2021-11-29
660,-20.73165,-46.57273,250,616,632,2021-11-29
661,-20.73166,-46.57277,250,608,736,2021-11-29
662,-20.73166,-46.57267,250,608,680,2021-11-29
663,-20.73167,-46.57263,250,664,704,2021-11-29
664,-20.73168,-46.57274,250,712,816,2021-11-29
665,-20.73168,-46.57275,250,632,688,2021-11-29
666,-20.73169,-46.57264,250,744,792,2021-11-29
667,-20.7317,-46.57261,250,672,672,2021-11-29
668,-20.73738,-47.76879,300,1208,1200,2021-04-29
669,-20.73743,-47.76881,300,1224,1224,2021-04-28
670,-20.73746,-47.76882,300,1208,1176,2021-04-28
671,-20.73747,-47.76869,300,1208,1192,2021-04-29
672,-20.7375,-47.76873,300,1208,1160,2021-04-28
673,-20.73751,-47.76877,300,1248,1224,2021-04-28
674,-20.73752,-47.76868,300,1216,1184,2021-04-28
675,-20.73753,-47.76887,300,1288,1272,2021-04-28
676,-20.73754,-47.76876,300,1208,1208,2021-04-29
677,-20.73756,-47.76906,300,1208,1208,2021-04-29
678,-20.73756,-47.76895,300,1248,1240,2021-04-28
679,-20.73756,-47.76858,300,1208,1184,2021-04-28
680,-20.73757,-47.76891,300,1208,1232,2021-04-29
681,-20.73759,-47.76865,300,1208,1200,2021-04-28
682,-20.73762,-47.76885,300,1208,1272,2021-04-28
683,-20.73762,-47.76867,300,1208,1200,2021-04-28
684,-20.73763,-47.76871,300,1216,1416,2021-04-29
685,-20.73763,-47.76895,300,1256,1248,2021-04-28
686,-20.73765,-47.76884,300,1208,1184,2021-04-29
687,-20.73766,-47.76866,300,1208,1280,2021-04-29
688,-20.73766,-47.76886,300,1280,1288,2021-04-28
689,-20.73766,-47.76873,300,1208,1192,2021-04-28
690,-20.73768,-47.76881,300,1208,1264,2021-04-29
691,-20.73769,-47.76869,300,1272,1248,2021-04-29
692,-20.73769,-47.76872,300,1208,1208,2021-04-28
693,-20.73771,-47.76887,300,1216,1352,2021-04-29
694,-20.73771,-47.76862,300,1208,1208,2021-04-28
695,-20.73772,-47.76881,300,1232,1264,2021-04-29
696,-20.73773,-47.76865,300,1208,1200,2021-04-29
697,-20.73773,-47.76869,300,1216,1272,2021-04-29
698,-20.73774,-47.76874,300,1208,1224,2021-04-29
699,-20.73774,-47.76882,300,1208,1208,2021-04-29
700,-20.73775,-47.76873,300,1208,1200,2021-04-29
701,-20.73775,-47.76874,300,1208,1208,2021-04-28
702,-20.73775,-47.76879,300,1232,1208,2021-04-28
703,-20.73775,-47.76869,300,1208,1184,2021-04-28
704,-20.73776,-47.76887,300,1216,1200,2021-04-29
705,-20.73776,-47.76859,300,1456,1448,2021-04-29
706,-20.73777,-47.76873,300,1208,1208,2021-04-29
707,-20.73777,-47.7686,300,1208,1208,2021-04-28
708,-20.73777,-47.76901,300,1216,1208,2021-04-28
709,-20.73777,-47.76882,300,1208,1216,2021-04-28
710,-20.73778,-47.76863,300,1216,1208,2021-04-29
711,-20.73778,-47.76881,300,1208,1216,2021-04-28
712,-20.7378,-47.76876,300,1208,1208,2021-04-29
713,-20.7378,-47.76881,300,1592,1592,2021-04-29
714,-20.7378,-47.76863,300,1208,1200,2021-04-28
715,-20.73783,-47.76872,300,1208,1248,2021-04-29
716,-20.73784,-47.76886,300,1208,1328,2021-04-29
717,-20.73787,-47.76875,300,1264,1248,2021-04-29
718,-20.73811,-47.7691,300,1208,1240,2021-04-28
719,-20.73812,-47.76895,300,1256,1232,2021-04-28
720,-20.73907,-47.77021,300,1112,1016,2021-09-23
721,-20.73907,-47.77027,300,1352,1472,2021-09-17
722,-20.73908,-47.77021,300,1128,944,2021-09-23
723,-20.73909,-47.77012,300,1104,968,2021-09-23
724,-20.73909,-47.77,300,1456,848,2021-09-17
725,-20.7391,-47.7702,300,1112,544,2021-09-22
726,-20.73911,-47.7701,300,1112,768,2021-09-23
727,-20.73912,-47.7701,300,1112,1168,2021-09-23
728,-20.73912,-47.77002,300,1112,1056,2021-09-23
729,-20.73913,-47.77003,300,1120,1008,2021-09-23
730,-20.73914,-47.7703,300,1112,1080,2021-09-23
731,-20.73916,-47.77021,300,1104,1032,2021-09-23
732,-20.73918,-47.77023,300,1144,1288,2021-09-23
733,-20.73918,-47.77026,300,1120,952,2021-09-23
734,-20.73919,-47.77023,300,1304,296,2021-09-17
735,-20.73921,-47.77023,300,1120,896,2021-09-23
736,-20.73921,-47.77024,300,1112,976,2021-09-23
737,-20.73921,-47.77025,300,1424,1384,2021-09-17
738,-20.73922,-47.77026,300,1152,1000,2021-09-23
739,-20.73922,-47.77018,300,1328,1432,2021-09-17
740,-20.73923,-47.77014,300,1384,832,2021-09-17
741,-20.73925,-47.77022,300,1224,1040,2021-09-23
742,-20.73925,-47.77007,300,1160,560,2021-09-17
743,-20.74032,-47.76876,250,904,912,2021-04-29
744,-20.74033,-47.76888,250,904,912,2021-04-29
745,-20.74033,-47.76892,250,912,880,2021-04-30
746,-20.74034,-47.76882,250,904,896,2021-04-29
747,-20.74036,-47.76869,250,912,896,2021-04-29
748,-20.74036,-47.76897,250,904,920,2021-04-30
749,-20.74038,-47.76872,250,904,888,2021-04-29
750,-20.74038,-47.76883,250,920,912,2021-04-30
751,-20.74039,-47.76873,250,904,880,2021-04-29
752,-20.74039,-47.76894,250,904,896,2021-04-30
753,-20.74039,-47.76891,250,904,912,2021-04-30
754,-20.7404,-47.7688,250,912,896,2021-04-29
755,-20.7404,-47.76885,250,904,920,2021-04-30
756,-20.74042,-47.76876,250,904,896,2021-04-29
757,-20.74042,-47.76881,250,912,896,2021-04-30
758,-20.74043,-47.76897,250,912,896,2021-04-30
759,-20.74045,-47.76894,250,904,904,2021-04-30
760,-20.74048,-47.76886,250,912,904,2021-04-30
761,-20.74048,-47.76898,250,912,904,2021-04-30
762,-20.74052,-47.76887,250,904,904,2021-04-30
763,-20.74054,-47.76906,250,904,928,2021-04-30
764,-20.74054,-47.76901,250,904,904,2021-04-30
765,-20.74056,-47.76901,250,904,896,2021-04-30
766,-20.74057,-47.76898,250,904,896,2021-04-30
767,-20.74059,-47.76888,250,912,912,2021-04-30
768,-20.7406,-47.7689,250,904,888,2021-04-30
769,-20.74064,-47.76904,250,904,904,2021-04-30
770,-20.74064,-47.76894,250,904,904,2021-04-30
771,-20.74066,-47.76905,250,912,904,2021-04-30
772,-20.74069,-47.76899,250,904,888,2021-04-30
773,-20.7407,-47.76921,250,912,904,2021-04-30
774,-20.74073,-47.76893,250,904,896,2021-04-30
775,-20.78556,-49.22461,300,808,816,2020-06-12
776,-20.78567,-49.22456,300,808,832,2020-06-12
777,-20.78567,-49.22461,300,808,824,2020-06-12
778,-20.78567,-49.22461,300,808,840,2020-06-12
779,-20.78568,-49.22454,250,808,808,2020-06-12
780,-20.78569,-49.22453,300,808,816,2020-06-12
781,-20.78569,-49.22459,300,808,816,2020-06-12
782,-20.7857,-49.22458,250,808,872,2020-06-12
783,-20.7857,-49.22455,250,808,816,2020-06-12
784,-20.7857,-49.22454,300,808,816,2020-06-12
785,-20.78571,-49.22464,300,808,816,2020-06-12
786,-20.78571,-49.22452,300,808,816,2020-06-12
787,-20.78571,-49.22455,300,808,816,2020-06-12
788,-20.78571,-49.22452,300,808,816,2020-06-12
789,-20.78571,-49.22464,300,808,816,2020-06-12
790,-20.78572,-49.22462,300,808,800,2020-06-12
791,-20.78572,-49.22458,300,808,816,2020-06-12
792,-20.78573,-49.22454,300,808,824,2020-06-12
793,-20.78573,-49.22455,300,808,816,2020-06-12
794,-20.78573,-49.22461,300,808,808,2020-06-12
795,-20.78574,-49.22457,300,808,816,2020-06-12
796,-20.78574,-49.22454,300,808,808,2020-06-12
797,-20.78574,-49.22456,250,816,816,2020-06-12
798,-20.78575,-49.22452,300,808,816,2020-06-12
799,-20.78575,-49.22453,300,816,816,2020-06-12
800,-20.81978,-49.40134,250,0,1080,2021-07-22
801,-20.81978,-49.40133,250,1208,16,2021-07-22
802,-20.81978,-49.40134,250,848,-8,2021-07-22
803,-20.81983,-49.4014,250,1208,1240,2021-07-21
804,-20.81983,-49.40136,250,1208,1312,2021-07-22
805,-20.81984,-49.4014,250,1208,1376,2021-07-22
806,-20.81985,-49.40134,250,1208,1328,2021-07-19
807,-20.81987,-49.40144,250,1208,1424,2021-07-21
808,-20.81988,-49.40129,250,1208,1224,2021-07-20
809,-20.81988,-49.40152,250,1208,1352,2021-07-21
810,-20.81988,-49.40137,250,1208,1376,2021-07-22
811,-20.81988,-49.40141,250,1216,1208,2021-07-19
812,-20.81989,-49.40149,250,1208,1264,2021-07-20
813,-20.81989,-49.40148,250,1208,1240,2021-07-21
814,-20.8199,-49.40135,250,1208,1240,2021-07-20
815,-20.8199,-49.40146,250,1208,1192,2021-07-20
816,-20.8199,-49.4014,250,1224,664,2021-07-22
817,-20.8199,-49.40147,250,1208,1272,2021-07-22
818,-20.8199,-49.40143,250,1208,1256,2021-07-19
819,-20.8199,-49.40152,250,1208,1336,2021-07-19
820,-20.8199,-49.40138,250,1208,1336,2021-07-19
821,-20.81992,-49.40134,250,1208,1224,2021-07-20
822,-20.81992,-49.4015,250,1208,1264,2021-07-21
823,-20.81992,-49.40144,250,1208,1216,2021-07-22
824,-20.81993,-49.40138,250,1216,1272,2021-07-20
825,-20.81993,-49.40147,250,1208,1232,2021-07-20
826,-20.81993,-49.4014,250,848,-8,2021-07-19
827,-20.81993,-49.4014,250,1208,1272,2021-07-19
828,-20.81993,-49.40132,250,1208,1264,2021-07-19
829,-20.81994,-49.40145,250,1208,1336,2021-07-20
830,-20.81994,-49.40149,250,1208,1232,2021-07-20
831,-20.81994,-49.40151,250,1208,1320,2021-07-21
832,-20.81994,-49.40148,250,1208,1232,2021-07-19
833,-20.81994,-49.40136,250,1208,1288,2021-07-19
834,-20.81995,-49.40146,250,1208,1408,2021-07-20
835,-20.81995,-49.4015,250,1208,1224,2021-07-20
836,-20.81995,-49.40137,250,1208,1216,2021-07-20
837,-20.81995,-49.40149,250,1208,1360,2021-07-21
838,-20.81995,-49.40141,250,1208,1304,2021-07-22
839,-20.81995,-49.40133,250,1208,1456,2021-07-22
840,-20.81995,-49.40141,250,1208,752,2021-07-22
841,-20.81995,-49.40135,250,1208,1232,2021-07-22
842,-20.81995,-49.40134,250,1208,1424,2021-07-22
843,-20.81995,-49.40141,250,1216,1152,2021-07-22
844,-20.81995,-49.4015,250,1208,1280,2021-07-19
845,-20.81996,-49.40139,250,1208,1304,2021-07-20
846,-20.81996,-49.40141,250,1208,1272,2021-07-20
847,-20.81996,-49.40133,250,1208,784,2021-07-20
848,-20.81996,-49.40135,250,1208,1440,2021-07-21
849,-20.81996,-49.40154,250,1160,1336,2021-07-21
850,-20.81996,-49.40152,250,1208,1312,2021-07-21
851,-20.81996,-49.40152,250,1208,1216,2021-07-21
852,-20.81996,-49.40142,250,1208,1424,2021-07-22
853,-20.81996,-49.4014,250,1208,1264,2021-07-22
854,-20.81997,-49.40145,250,1208,1288,2021-07-20
855,-20.81997,-49.40138,250,1208,1352,2021-07-20
856,-20.81997,-49.40148,250,1208,1232,2021-07-21
857,-20.81997,-49.40156,250,1208,16,2021-07-21
858,-20.81998,-49.40141,250,1208,1216,2021-07-22
859,-20.81998,-49.40152,250,1224,1248,2021-07-19
860,-20.81998,-49.40152,250,560,-8,2021-07-19
861,-20.81999,-49.40139,250,1208,1424,2021-07-20
862,-20.81999,-49.40144,250,1208,752,2021-07-20
863,-20.81999,-49.40155,250,0,1056,2021-07-21
864,-20.81999,-49.40159,250,1208,744,2021-07-21
865,-20.81999,-49.40158,250,1208,1392,2021-07-21
866,-20.81999,-49.40155,250,1208,1240,2021-07-21
867,-20.81999,-49.40158,250,1208,1216,2021-07-21
868,-20.81999,-49.40138,250,1208,160,2021-07-22
869,-20.81999,-49.40157,250,1208,1336,2021-07-19
870,-20.81999,-49.40157,250,1208,1264,2021-07-19
871,-20.82,-49.40149,250,1208,1232,2021-07-20
872,-20.82,-49.4015,250,1208,1224,2021-07-20
873,-20.82,-49.40153,250,1208,1360,2021-07-19
874,-20.82001,-49.4016,250,1208,1240,2021-07-19
875,-20.82001,-49.40155,250,1208,1432,2021-07-19
876,-20.82002,-49.40149,250,1208,1272,2021-07-19
877,-20.82003,-49.40159,250,1208,1256,2021-07-20
878,-20.82003,-49.40147,250,1208,1272,2021-07-21
879,-20.82003,-49.40159,250,1416,1440,2021-07-19
880,-20.82004,-49.40155,250,1208,1376,2021-07-20
881,-20.82004,-49.40144,250,1216,1328,2021-07-21
882,-20.82004,-49.40147,250,1224,1008,2021-07-21
883,-20.82005,-49.40157,250,1408,1536,2021-07-19
884,-20.82006,-49.40162,250,1208,1200,2021-07-20
885,-20.82006,-49.40159,250,1208,1304,2021-07-20
886,-20.82006,-49.4015,250,1208,1208,2021-07-21
887,-20.82006,-49.40159,250,1216,1216,2021-07-21
888,-20.82006,-49.40144,250,1208,1240,2021-07-21
889,-20.82006,-49.40143,250,1208,1216,2021-07-21
890,-20.82007,-49.40143,250,1208,1216,2021-07-21
891,-20.82007,-49.40147,250,1208,1256,2021-07-21
892,-20.82008,-49.40138,250,1208,1208,2021-07-21
893,-20.8201,-49.40142,250,1256,888,2021-07-20
894,-20.82074,-49.39209,400,808,808,2019-11-04
895,-20.82081,-49.39201,350,1376,1376,2019-11-08
896,-20.82085,-49.39213,350,1304,528,2019-11-07
897,-20.82085,-49.39201,350,1304,1312,2019-11-07
898,-20.82086,-49.39203,350,1360,1368,2019-11-08
899,-20.82086,-49.392,350,1312,1320,2019-11-07
900,-20.82087,-49.39211,350,1312,1320,2019-11-07
901,-20.82088,-49.39211,350,240,232,2019-11-07
902,-20.82089,-49.39207,350,1328,1216,2019-11-07
903,-20.82089,-49.39211,350,1304,1312,2019-11-07
904,-20.82089,-49.39202,350,1304,1312,2019-11-05
905,-20.82089,-49.39206,350,1304,1344,2019-11-05
906,-20.8209,-49.3921,350,1336,1336,2019-11-07
907,-20.8209,-49.3921,350,224,224,2019-11-07
908,-20.8209,-49.39202,350,1328,1328,2019-11-05
909,-20.82091,-49.39217,350,232,256,2019-11-07
910,-20.82092,-49.39211,350,1312,1312,2019-11-07
911,-20.82092,-49.39206,350,1312,1320,2019-11-05
912,-20.82092,-49.39201,400,1304,1312,2019-11-04
913,-20.82093,-49.39195,350,1408,1416,2019-11-05
914,-20.82093,-49.39196,350,1408,1416,2019-11-05
915,-20.82093,-49.3921,350,264,256,2019-11-06
916,-20.82095,-49.39193,400,1408,1416,2019-11-04
917,-20.82095,-49.39188,400,1304,1312,2019-11-04
918,-20.82096,-49.39199,350,1304,1312,2019-11-08
919,-20.82096,-49.39213,350,1304,1320,2019-11-05
920,-20.82096,-49.39199,350,1416,1424,2019-11-06
921,-20.82096,-49.39204,350,1408,1416,2019-11-06
922,-20.82096,-49.39208,350,1304,1336,2019-11-06
923,-20.82096,-49.39209,350,1304,1312,2019-11-06
924,-20.82096,-49.39214,350,272,344,2019-11-06
925,-20.82096,-49.39232,350,1208,1208,2019-11-06
926,-20.82096,-49.3919,400,864,864,2019-11-04
927,-20.82096,-49.39218,400,1304,1312,2019-11-04
928,-20.82097,-49.39192,350,1304,1312,2019-11-07
929,-20.82097,-49.39207,350,416,440,2019-11-07
930,-20.82097,-49.39194,400,1408,624,2019-11-04
931,-20.82097,-49.3919,400,1312,1320,2019-11-04
932,-20.82098,-49.3919,350,808,808,2019-11-07
933,-20.82098,-49.3919,350,1304,1312,2019-11-05
934,-20.82098,-49.39191,350,40,48,2019-11-06
935,-20.82099,-49.39196,350,1304,1328,2019-11-07
936,-20.82099,-49.39216,350,1312,1320,2019-11-07
937,-20.82099,-49.3921,350,1304,1312,2019-11-06
938,-20.82099,-49.39194,400,808,816,2019-11-04
939,-20.82099,-49.3919,400,1304,1312,2019-11-04
940,-20.821,-49.39182,350,1208,1216,2019-11-05
941,-20.821,-49.39207,350,0,384,2019-11-05
942,-20.821,-49.39184,400,1304,1312,2019-11-04
943,-20.821,-49.39219,400,1312,1128,2019-11-04
944,-20.82101,-49.3919,350,1304,1312,2019-11-07
945,-20.82102,-49.39212,350,280,320,2019-11-07
